<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.09.25	12:00:00	121.042	121.230	120.769	120.971	34250	49123232000	9
2015.09.25	16:00:00	120.970	120.992	120.498	120.731	43542	58881853000	9
2015.09.25	20:00:00	120.734	120.917	120.446	120.577	33135	43324904000	9
2015.09.28	00:00:00	120.496	120.588	120.249	120.436	16718	14441495000	9
2015.09.28	04:00:00	120.437	120.465	120.251	120.304	22249	27882982000	9
2015.09.28	08:00:00	120.302	120.442	120.162	120.261	36419	46748504000	9
2015.09.28	12:00:00	120.262	120.334	119.992	120.248	33452	48284124000	9
2015.09.28	16:00:00	120.247	120.322	119.693	119.793	42776	57542342000	9
2015.09.28	20:00:00	119.793	120.025	119.708	119.913	27333	32683759000	9
2015.09.29	00:00:00	119.911	120.004	119.599	119.703	21297	22165173000	9
2015.09.29	04:00:00	119.703	119.763	119.484	119.509	27325	29931021000	9
2015.09.29	08:00:00	119.509	120.044	119.246	119.934	41292	51184436000	9
2015.09.29	12:00:00	119.935	120.021	119.758	120.011	30473	45531933000	9
2015.09.29	16:00:00	120.010	120.157	119.621	119.682	49348	65337428000	9
2015.09.29	20:00:00	119.681	119.857	119.531	119.725	28962	31194014000	9
2015.09.30	00:00:00	119.727	120.017	119.671	119.977	21275	20208688000	9
2015.09.30	04:00:00	119.977	120.031	119.724	119.870	23078	24203203000	9
2015.09.30	08:00:00	119.869	120.308	119.861	120.229	29733	40932396000	9
2015.09.30	12:00:00	120.229	120.346	120.005	120.115	26748	39365194000	4
2015.09.30	16:00:00	120.115	120.251	119.545	119.660	44137	61071257000	9
2015.09.30	20:00:00	119.660	119.990	119.657	119.872	27508	36184260000	9
2015.10.01	00:00:00	119.871	119.956	119.756	119.870	20153	18278941000	9
2015.10.01	04:00:00	119.873	120.272	119.818	120.226	28722	37039698000	9
2015.10.01	08:00:00	120.226	120.266	120.029	120.060	26827	36650297000	9
2015.10.01	12:00:00	120.061	120.132	119.607	119.722	31084	37560118000	9
2015.10.01	16:00:00	119.723	119.869	119.489	119.740	42695	58359297000	9
2015.10.01	20:00:00	119.740	119.954	119.651	119.911	23891	27928034000	9
2015.10.02	00:00:00	119.912	119.939	119.778	119.917	17943	14916576000	9
2015.10.02	04:00:00	119.919	120.047	119.868	119.929	22886	28784507000	9
2015.10.02	08:00:00	119.930	120.162	119.918	120.125	24956	31285821000	9
2015.10.02	12:00:00	120.124	120.401	118.943	119.181	29655	35923257000	9
2015.10.02	16:00:00	119.180	119.925	118.676	119.777	52571	54317821000	9
2015.10.02	20:00:00	119.781	120.127	119.706	119.903	36768	39355600000	9
2015.10.05	00:00:00	119.985	120.097	119.880	120.005	20908	19642754000	9
2015.10.05	04:00:00	120.004	120.114	119.865	120.000	24535	27627135000	9
2015.10.05	08:00:00	120.000	120.227	119.906	120.184	31874	43683268000	9
2015.10.05	12:00:00	120.185	120.301	120.139	120.218	30349	45879335000	9
2015.10.05	16:00:00	120.217	120.524	120.147	120.458	34963	49533912000	9
2015.10.05	20:00:00	120.458	120.547	120.403	120.451	21563	27590610000	9
2015.10.06	00:00:00	120.453	120.497	120.384	120.460	15564	19508249000	9
2015.10.06	04:00:00	120.460	120.564	120.387	120.502	20576	24836998000	9
2015.10.06	08:00:00	120.501	120.511	120.121	120.356	28112	40331948000	9
2015.10.06	12:00:00	120.356	120.406	120.266	120.387	23448	37954581000	9
2015.10.06	16:00:00	120.388	120.490	120.104	120.261	35718	54746075000	9
2015.10.06	20:00:00	120.261	120.375	120.174	120.220	21767	27469269000	9
2015.10.07	00:00:00	120.202	120.358	120.178	120.314	17052	19076058000	9
2015.10.07	04:00:00	120.316	120.342	119.758	120.060	28881	34112521000	9
2015.10.07	08:00:00	120.058	120.152	119.906	120.044	29013	41904264000	9
2015.10.07	12:00:00	120.044	120.176	119.958	119.998	24564	37999919000	9
2015.10.07	16:00:00	119.998	120.088	119.744	119.933	35181	53836266000	9
2015.10.07	20:00:00	119.932	120.024	119.883	120.001	21366	28213762000	9
2015.10.08	00:00:00	119.996	120.035	119.835	120.009	14626	18193461000	9
2015.10.08	04:00:00	120.009	120.105	119.818	119.862	22850	35890502000	9
2015.10.08	08:00:00	119.862	119.879	119.621	119.770	27486	41681552000	9
2015.10.08	12:00:00	119.770	119.978	119.709	119.869	25330	37113818000	9
2015.10.08	16:00:00	119.869	119.978	119.821	119.908	27339	39652961000	8
2015.10.08	20:00:00	119.908	120.022	119.678	119.924	25711	33475445000	9
2015.10.09	00:00:00	119.910	119.975	119.853	119.939	12046	13809607000	9
2015.10.09	04:00:00	119.939	119.999	119.833	119.974	18809	24049950000	9
2015.10.09	08:00:00	119.973	120.217	119.961	120.207	26907	42505466000	9
2015.10.09	12:00:00	120.206	120.344	120.143	120.245	27844	44037727000	9
2015.10.09	16:00:00	120.245	120.338	120.211	120.273	29334	45702079000	9
2015.10.09	20:00:00	120.273	120.293	120.180	120.211	12264	16670264000	9
2015.10.12	00:00:00	120.163	120.260	120.085	120.119	12773	12966502000	9
2015.10.12	04:00:00	120.119	120.219	120.087	120.150	6791	9508600000	9
2015.10.12	08:00:00	120.151	120.214	120.118	120.163	13169	18677687000	9
2015.10.12	12:00:00	120.162	120.181	120.092	120.126	13747	21821692000	9
2015.10.12	16:00:00	120.128	120.150	119.893	119.922	18625	33029876000	9
2015.10.12	20:00:00	119.919	120.040	119.890	120.024	7268	9497739000	9
2015.10.13	00:00:00	120.019	120.076	119.940	119.958	7879	9526541000	9
2015.10.13	04:00:00	119.957	119.963	119.804	119.842	15321	21507797000	9
2015.10.13	08:00:00	119.842	119.880	119.598	119.688	20982	32920578000	9
2015.10.13	12:00:00	119.689	119.814	119.549	119.587	20709	33344755000	9
2015.10.13	16:00:00	119.588	119.899	119.562	119.756	24613	36218140000	9
2015.10.13	20:00:00	119.756	119.837	119.710	119.725	17355	24853302000	9
2015.10.14	00:00:00	119.722	119.796	119.505	119.509	14473	14035275000	11
2015.10.14	04:00:00	119.508	119.725	119.478	119.647	16136	19913505000	11
2015.10.14	08:00:00	119.647	119.734	119.426	119.460	23533	35190218000	11
2015.10.14	12:00:00	119.460	119.656	119.273	119.289	23940	37635869000	11
2015.10.14	16:00:00	119.288	119.543	119.068	119.171	33400	49229199000	12
2015.10.14	20:00:00	119.176	119.199	118.628	118.826	24333	32063044000	9
2015.10.15	00:00:00	118.821	119.101	118.701	118.955	15744	16182539000	9
2015.10.15	04:00:00	118.955	119.165	118.944	119.016	19739	23481559000	9
2015.10.15	08:00:00	119.015	119.039	118.097	118.395	29567	39700520000	9
2015.10.15	12:00:00	118.397	118.772	118.058	118.599	28413	39799993000	9
2015.10.15	16:00:00	118.594	118.743	118.226	118.402	35471	49863802000	9
2015.10.15	20:00:00	118.401	118.943	118.401	118.890	18713	25039841000	9
2015.10.16	00:00:00	118.873	119.151	118.826	119.070	15536	17253421000	9
2015.10.16	04:00:00	119.070	119.245	119.060	119.134	16085	21194561000	9
2015.10.16	08:00:00	119.135	119.204	118.904	119.128	21584	27490738000	9
2015.10.16	12:00:00	119.128	119.181	118.928	119.113	23630	36551338000	9
2015.10.16	16:00:00	119.114	119.659	118.987	119.395	31408	43833877000	9
2015.10.16	20:00:00	119.395	119.502	119.263	119.459	16528	19767098000	9
2015.10.19	00:00:00	119.377	119.435	119.220	119.301	13676	13694203000	9
2015.10.19	04:00:00	119.300	119.608	119.135	119.436	20893	25899894000	9
2015.10.19	08:00:00	119.436	119.460	119.221	119.376	22946	29432359000	9
2015.10.19	12:00:00	119.377	119.522	119.258	119.262	23023	33526717000	9
2015.10.19	16:00:00	119.261	119.560	119.253	119.459	27249	41433939000	9
2015.10.19	20:00:00	119.459	119.546	119.374	119.495	15785	22717976000	9
2015.10.20	00:00:00	119.482	119.543	119.396	119.497	13559	17336463000	9
2015.10.20	04:00:00	119.497	119.548	119.469	119.499	12215	17731726000	9
2015.10.20	08:00:00	119.499	119.774	119.408	119.505	24396	38723336000	9
2015.10.20	12:00:00	119.505	119.789	119.466	119.728	22027	31380390000	9
2015.10.20	16:00:00	119.728	119.959	119.682	119.842	26762	44221448000	9
2015.10.20	20:00:00	119.842	119.937	119.827	119.842	15281	23016462000	9
2015.10.21	00:00:00	119.825	119.955	119.753	119.897	16857	21994769000	9
2015.10.21	04:00:00	119.898	120.008	119.859	119.961	12807	16865843000	9
2015.10.21	08:00:00	119.961	120.067	119.806	119.996	23669	33534141000	9
2015.10.21	12:00:00	120.002	120.061	119.946	120.017	21334	31443622000	9
2015.10.21	16:00:00	120.019	120.089	119.832	119.960	26825	41692200000	9
2015.10.21	20:00:00	119.958	119.980	119.816	119.923	20227	31291617000	9
2015.10.22	00:00:00	119.913	119.956	119.829	119.860	16979	20647240000	9
2015.10.22	04:00:00	119.860	119.914	119.610	119.679	16426	20904506000	9
2015.10.22	08:00:00	119.677	119.811	119.621	119.732	24313	34595631000	9
2015.10.22	12:00:00	119.731	120.277	119.692	120.132	27555	39399879000	9
2015.10.22	16:00:00	120.130	120.752	120.053	120.654	37249	57279566000	9
2015.10.22	20:00:00	120.656	120.768	120.555	120.685	20621	28441356000	9
2015.10.23	00:00:00	120.677	120.982	120.639	120.886	22383	26130752000	9
2015.10.23	04:00:00	120.886	120.886	120.597	120.656	19727	26870867000	9
2015.10.23	08:00:00	120.658	120.765	120.223	120.357	27689	38943631000	9
2015.10.23	12:00:00	120.358	121.139	120.347	120.990	32007	49158838000	9
2015.10.23	16:00:00	120.991	121.272	120.891	121.264	36305	51614387000	9
2015.10.23	20:00:00	121.264	121.481	121.245	121.439	21079	28544506000	9
2015.10.26	00:00:00	121.468	121.485	121.058	121.170	22671	29883936000	9
2015.10.26	04:00:00	121.170	121.188	120.986	121.091	13139	16010549000	9
2015.10.26	08:00:00	121.090	121.159	120.775	121.093	24355	34686037000	9
2015.10.26	12:00:00	121.091	121.092	120.798	120.811	24924	37315070000	9
2015.10.26	16:00:00	120.811	121.072	120.595	120.987	29881	44562330000	9
2015.10.26	20:00:00	120.989	121.091	120.975	120.986	15463	21241985000	9
2015.10.27	00:00:00	120.986	121.072	120.722	120.791	18198	21471362000	9
2015.10.27	04:00:00	120.791	120.791	120.478	120.613	18632	23816079000	9
2015.10.27	08:00:00	120.611	120.738	120.331	120.469	24097	37206179000	9
2015.10.27	12:00:00	120.469	120.486	120.159	120.387	28243	34191788000	9
2015.10.27	16:00:00	120.387	120.440	120.238	120.371	28303	38338634000	9
2015.10.27	20:00:00	120.371	120.478	120.245	120.383	16901	22061657000	9
2015.10.28	00:00:00	120.383	120.543	120.245	120.456	22599	25924463000	9
2015.10.28	04:00:00	120.456	120.457	120.320	120.392	14000	19676957000	9
2015.10.28	08:00:00	120.392	120.462	120.289	120.376	19346	29921124000	9
2015.10.28	12:00:00	120.378	120.457	120.286	120.398	19316	27450543000	9
2015.10.28	16:00:00	120.398	120.590	120.322	120.483	23050	34132748000	9
2015.10.28	20:00:00	120.481	121.257	120.019	121.101	33727	50124514000	9
2015.10.29	00:00:00	121.101	121.160	120.584	120.710	23809	27379710000	9
2015.10.29	04:00:00	120.714	120.806	120.627	120.783	14275	20057938000	9
2015.10.29	08:00:00	120.783	120.824	120.626	120.760	23155	30996974000	9
2015.10.29	12:00:00	120.760	121.108	120.736	121.040	27489	34642870000	9
2015.10.29	16:00:00	121.040	121.178	120.947	121.091	25447	35588352000	9
2015.10.29	20:00:00	121.090	121.181	121.035	121.050	13370	16320975000	9
2015.10.30	00:00:00	121.051	121.062	120.841	120.944	17664	20814872000	9
2015.10.30	04:00:00	120.943	121.483	120.292	121.147	29660	32899816000	9
2015.10.30	08:00:00	121.150	121.203	120.421	120.461	29613	35371784000	9
2015.10.30	12:00:00	120.466	120.726	120.275	120.536	28894	36966693000	9
2015.10.30	16:00:00	120.535	120.784	120.379	120.697	27093	37026478000	9
2015.10.30	20:00:00	120.696	120.748	120.595	120.603	11981	17057895000	9
2015.11.02	00:00:00	120.385	120.571	120.331	120.440	15690	16585361000	9
2015.11.02	04:00:00	120.440	120.452	120.252	120.332	12472	15525521000	9
2015.11.02	08:00:00	120.331	120.693	120.303	120.665	21052	29430667000	9
2015.11.02	12:00:00	120.662	120.681	120.492	120.507	18316	24409335000	9
2015.11.02	16:00:00	120.510	120.778	120.508	120.716	20523	30843617000	9
2015.11.02	20:00:00	120.716	120.807	120.661	120.748	10795	15926002000	9
2015.11.03	00:00:00	120.748	120.843	120.716	120.762	11902	12694127000	9
2015.11.03	04:00:00	120.762	120.765	120.633	120.680	10032	12528171000	9
2015.11.03	08:00:00	120.679	120.799	120.594	120.765	18393	24339683000	9
2015.11.03	12:00:00	120.765	121.078	120.735	121.043	20923	31357775000	9
2015.11.03	16:00:00	121.044	121.227	121.004	121.048	26039	37450127000	9
2015.11.03	20:00:00	121.047	121.190	120.939	121.059	16292	21369403000	9
2015.11.04	00:00:00	121.054	121.381	121.033	121.340	20812	21800289000	9
2015.11.04	04:00:00	121.339	121.350	121.036	121.110	16115	19001320000	9
2015.11.04	08:00:00	121.110	121.339	120.997	121.329	23435	32454120000	9
2015.11.04	12:00:00	121.329	121.407	121.127	121.383	24134	34709994000	9
2015.11.04	16:00:00	121.382	121.715	121.232	121.562	35154	45982963000	9
2015.11.04	20:00:00	121.567	121.654	121.514	121.541	18953	23860739000	9
2015.11.05	00:00:00	121.549	121.598	121.383	121.443	19285	21469649000	9
2015.11.05	04:00:00	121.445	121.514	121.420	121.463	15099	19367627000	9
2015.11.05	08:00:00	121.463	121.902	121.427	121.893	25873	35279530000	9
2015.11.05	12:00:00	121.892	122.000	121.649	121.680	30475	43296753000	9
2015.11.05	16:00:00	121.681	121.804	121.517	121.791	32793	45898399000	9
2015.11.05	20:00:00	121.791	121.798	121.616	121.738	14967	21343116000	9
2015.11.06	00:00:00	121.740	121.754	121.635	121.671	18069	19224396000	9
2015.11.06	04:00:00	121.671	121.866	121.629	121.803	14113	19944131000	9
2015.11.06	08:00:00	121.803	121.945	121.798	121.907	23015	36085970000	9
2015.11.06	12:00:00	121.906	123.032	121.858	122.799	24075	33992583000	9
2015.11.06	16:00:00	122.797	123.264	122.684	123.178	38698	62788237000	9
2015.11.06	20:00:00	123.179	123.257	123.131	123.218	16976	21351739000	9
2015.11.09	00:00:00	123.256	123.458	123.171	123.455	16462	18394119000	8
2015.11.09	04:00:00	123.456	123.474	123.271	123.278	15675	19928196000	6
2015.11.09	08:00:00	123.279	123.601	123.221	123.538	22840	32391336000	6
2015.11.09	12:00:00	123.541	123.545	123.337	123.513	23402	36104609000	9
2015.11.09	16:00:00	123.514	123.564	122.973	123.130	33218	47836851000	9
2015.11.09	20:00:00	123.130	123.190	122.977	123.178	15966	22473134000	8
2015.11.10	00:00:00	123.159	123.248	123.024	123.225	19878	20240236000	6
2015.11.10	04:00:00	123.225	123.236	123.110	123.202	13271	16357372000	6
2015.11.10	08:00:00	123.202	123.386	123.110	123.134	25172	37040425000	9
2015.11.10	12:00:00	123.134	123.390	123.098	123.304	25300	38811170000	9
2015.11.10	16:00:00	123.304	123.433	123.124	123.131	29229	46058654000	9
2015.11.10	20:00:00	123.131	123.284	123.049	123.157	12845	19257671000	9
2015.11.11	00:00:00	123.128	123.219	122.785	122.834	18100	19979896000	9
2015.11.11	04:00:00	122.835	122.957	122.734	122.887	13916	17200020000	9
2015.11.11	08:00:00	122.883	123.202	122.879	123.073	17047	21708869000	9
2015.11.11	12:00:00	123.073	123.180	122.978	122.987	16275	24234411000	9
2015.11.11	16:00:00	122.986	123.050	122.847	122.952	22292	33132648000	9
2015.11.11	20:00:00	122.952	122.953	122.815	122.853	13056	16807117000	9
2015.11.12	00:00:00	122.828	123.033	122.738	122.982	16590	22805184000	9
2015.11.12	04:00:00	122.982	123.021	122.845	122.906	14178	19473977000	9
2015.11.12	08:00:00	122.905	123.068	122.867	123.024	22965	31664393000	9
2015.11.12	12:00:00	123.024	123.053	122.895	123.009	22065	29913202000	9
2015.11.12	16:00:00	123.009	123.021	122.626	122.762	38123	55067066000	9
2015.11.12	20:00:00	122.762	122.866	122.549	122.586	17294	22058867000	9
2015.11.13	00:00:00	122.580	122.770	122.493	122.701	21543	23667470000	9
2015.11.13	04:00:00	122.699	122.700	122.538	122.660	13946	17932808000	9
2015.11.13	08:00:00	122.661	122.791	122.646	122.712	20677	29389690000	9
2015.11.13	12:00:00	122.712	122.783	122.435	122.753	26230	36919417000	9
2015.11.13	16:00:00	122.751	122.986	122.617	122.900	31103	41061107000	9
2015.11.13	20:00:00	122.904	122.929	122.573	122.606	15211	17498625000	9
2015.11.16	00:00:00	122.238	122.601	122.221	122.531	22982	22885517000	9
2015.11.16	04:00:00	122.531	122.531	122.408	122.419	13114	16808566000	9
2015.11.16	08:00:00	122.419	122.962	122.381	122.923	27624	38557042000	9
2015.11.16	12:00:00	122.923	123.135	122.903	122.932	25655	38207102000	9
2015.11.16	16:00:00	122.932	123.182	122.912	123.180	29975	43918532000	9
2015.11.16	20:00:00	123.179	123.275	123.158	123.164	13846	19924566000	9
2015.11.17	00:00:00	123.164	123.347	123.164	123.339	17704	20142622000	9
2015.11.17	04:00:00	123.339	123.424	123.311	123.388	16199	24076237000	7
2015.11.17	08:00:00	123.390	123.424	123.181	123.242	22742	34745772000	9
2015.11.17	12:00:00	123.243	123.393	123.186	123.379	21718	31143205000	9
2015.11.17	16:00:00	123.380	123.484	123.206	123.394	28463	41892802000	9
2015.11.17	20:00:00	123.394	123.457	123.262	123.436	20469	27511184000	9
2015.11.18	00:00:00	123.427	123.471	123.356	123.450	14504	19404406000	9
2015.11.18	04:00:00	123.449	123.461	123.238	123.244	13184	15956539000	9
2015.11.18	08:00:00	123.244	123.338	123.217	123.274	19512	27101342000	9
2015.11.18	12:00:00	123.274	123.512	123.248	123.441	19597	29985225000	9
2015.11.18	16:00:00	123.440	123.603	123.352	123.495	25633	40405764000	9
2015.11.18	20:00:00	123.495	123.751	123.353	123.619	21277	23906684000	9
2015.11.19	00:00:00	123.624	123.629	123.409	123.437	19550	23344790000	9
2015.11.19	04:00:00	123.436	123.515	123.086	123.278	23890	30581437000	9
2015.11.19	08:00:00	123.278	123.375	123.101	123.212	23357	34944847000	9
2015.11.19	12:00:00	123.212	123.240	122.979	123.131	21930	32600737000	9
2015.11.19	16:00:00	123.130	123.186	122.618	122.842	31059	44417245000	9
2015.11.19	20:00:00	122.842	122.888	122.742	122.863	12782	15719371000	9
2015.11.20	00:00:00	122.846	123.048	122.836	122.960	18080	21560289000	9
2015.11.20	04:00:00	122.960	122.984	122.792	122.793	13178	17412488000	9
2015.11.20	08:00:00	122.793	123.030	122.740	122.756	23396	32275424000	9
2015.11.20	12:00:00	122.758	122.909	122.728	122.795	19387	28061244000	9
2015.11.20	16:00:00	122.794	122.897	122.720	122.807	25593	40039480000	9
2015.11.20	20:00:00	122.806	122.912	122.778	122.783	12761	16296771000	9
2015.11.23	00:00:00	122.821	123.143	122.821	123.102	14620	17175391000	9
2015.11.23	04:00:00	123.102	123.255	123.093	123.231	12425	16171658000	9
2015.11.23	08:00:00	123.232	123.233	123.075	123.146	19021	27900137000	9
2015.11.23	12:00:00	123.146	123.213	122.998	122.999	21131	34494884000	9
2015.11.23	16:00:00	122.998	123.059	122.799	122.893	25109	37411390000	9
2015.11.23	20:00:00	122.893	122.915	122.778	122.819	10883	14698458000	9
2015.11.24	00:00:00	122.814	122.958	122.664	122.715	17754	20582962000	9
2015.11.24	04:00:00	122.714	122.794	122.673	122.680	11682	15430860000	9
2015.11.24	08:00:00	122.680	122.772	122.398	122.561	25018	36583001000	9
2015.11.24	12:00:00	122.561	122.655	122.349	122.426	26097	40091563000	9
2015.11.24	16:00:00	122.426	122.635	122.378	122.428	27782	37490547000	9
2015.11.24	20:00:00	122.427	122.568	122.304	122.527	14409	21924005000	9
2015.11.25	00:00:00	122.545	122.569	122.318	122.377	19024	21455039000	9
2015.11.25	04:00:00	122.377	122.472	122.257	122.370	14630	20185210000	9
2015.11.25	08:00:00	122.370	122.643	122.254	122.560	25322	38267014000	9
2015.11.25	12:00:00	122.560	122.868	122.537	122.860	26984	43393258000	9
2015.11.25	16:00:00	122.859	122.931	122.614	122.669	26391	42163524000	9
2015.11.25	20:00:00	122.670	122.758	122.604	122.709	12924	15572752000	9
2015.11.26	00:00:00	122.646	122.733	122.593	122.651	16779	17995355000	9
2015.11.26	04:00:00	122.651	122.656	122.547	122.564	10367	13495230000	9
2015.11.26	08:00:00	122.564	122.692	122.498	122.610	18213	26878630000	9
2015.11.26	12:00:00	122.611	122.629	122.536	122.552	14154	22731733000	9
2015.11.26	16:00:00	122.552	122.614	122.510	122.576	9697	12489398000	9
2015.11.26	20:00:00	122.576	122.651	122.554	122.591	16744	14393351000	9
2015.11.27	00:00:00	122.577	122.722	122.558	122.639	15287	15511593000	9
2015.11.27	04:00:00	122.639	122.639	122.523	122.532	9256	12256113000	9
2015.11.27	08:00:00	122.532	122.597	122.302	122.584	23520	36823770000	9
2015.11.27	12:00:00	122.583	122.689	122.563	122.682	16958	25059068000	9
2015.11.27	16:00:00	122.682	122.876	122.677	122.811	16734	22832032000	9
2015.11.27	20:00:00	122.811	122.869	122.695	122.709	8379	10190619000	9
2015.11.30	00:00:00	122.810	122.843	122.732	122.760	15090	18051144000	9
2015.11.30	04:00:00	122.760	122.772	122.683	122.750	12795	19404242000	7
2015.11.30	08:00:00	122.750	123.140	122.710	123.074	18137	26849774000	9
2015.11.30	12:00:00	123.073	123.132	122.963	123.053	18231	28522256000	9
2015.11.30	16:00:00	123.051	123.338	122.991	123.140	24167	34928600000	9
2015.11.30	20:00:00	123.140	123.167	123.055	123.100	11904	17465799000	9
2015.12.01	00:00:00	123.100	123.271	123.034	123.097	16088	17155037000	9
2015.12.01	04:00:00	123.098	123.102	122.637	122.926	20940	27161150000	9
2015.12.01	08:00:00	122.926	123.139	122.833	123.096	19630	29193204000	9
2015.12.01	12:00:00	123.096	123.194	123.056	123.132	14933	23837123000	9
2015.12.01	16:00:00	123.131	123.179	122.801	122.913	27256	41625873000	9
2015.12.01	20:00:00	122.913	122.914	122.767	122.871	13749	20109029000	6
2015.12.02	00:00:00	122.824	122.940	122.798	122.925	11639	14135290000	9
2015.12.02	04:00:00	122.925	123.086	122.922	123.076	11039	15900834000	9
2015.12.02	08:00:00	123.076	123.199	123.008	123.131	17383	26433257000	9
2015.12.02	12:00:00	123.134	123.366	123.094	123.358	20216	30920712000	9
2015.12.02	16:00:00	123.358	123.667	123.285	123.513	27546	44939770000	9
2015.12.02	20:00:00	123.512	123.538	123.100	123.235	19010	28628312000	9
2015.12.03	00:00:00	123.236	123.327	123.211	123.256	15541	18675703000	9
2015.12.03	04:00:00	123.257	123.455	123.251	123.423	12497	16426381000	9
2015.12.03	08:00:00	123.423	123.557	123.373	123.471	17683	26805747000	9
2015.12.03	12:00:00	123.471	123.489	122.859	123.122	32888	44579594000	9
2015.12.03	16:00:00	123.122	123.389	122.665	122.756	43673	60434896000	9
2015.12.03	20:00:00	122.754	122.776	122.294	122.598	29448	41232253000	9
2015.12.04	00:00:00	122.553	122.850	122.482	122.684	22063	26571781000	9
2015.12.04	04:00:00	122.684	122.725	122.472	122.599	17881	25791680000	9
2015.12.04	08:00:00	122.598	122.820	122.564	122.752	24193	36880538000	9
2015.12.04	12:00:00	122.751	123.370	122.641	122.882	28814	40549427000	9
2015.12.04	16:00:00	122.882	123.263	122.754	123.184	40506	60214099000	9
2015.12.04	20:00:00	123.184	123.284	123.086	123.099	14228	16343838000	9
2015.12.07	00:00:00	123.208	123.240	123.148	123.239	18463	22272200000	9
2015.12.07	04:00:00	123.239	123.321	123.222	123.272	12479	17979535000	9
2015.12.07	08:00:00	123.272	123.451	123.241	123.414	16728	28365001000	9
2015.12.07	12:00:00	123.415	123.473	123.330	123.426	16265	27626919000	9
2015.12.07	16:00:00	123.426	123.445	123.201	123.241	27678	40503042000	9
2015.12.07	20:00:00	123.241	123.372	123.210	123.366	14723	20312004000	9
2015.12.08	00:00:00	123.357	123.390	123.180	123.196	16772	16531870000	9
2015.12.08	04:00:00	123.196	123.197	123.052	123.081	12761	15215308000	9
2015.12.08	08:00:00	123.080	123.134	122.994	123.078	18761	31222871000	9
2015.12.08	12:00:00	123.078	123.186	122.807	122.819	21813	34871415000	9
2015.12.08	16:00:00	122.818	123.008	122.718	122.947	29908	44091319000	9
2015.12.08	20:00:00	122.946	123.086	122.853	122.927	17278	21372852000	9
2015.12.09	00:00:00	122.915	123.042	122.835	122.878	14453	14489065000	9
2015.12.09	04:00:00	122.877	122.877	122.635	122.730	14170	17457712000	9
2015.12.09	08:00:00	122.730	122.833	122.636	122.697	19775	30347158000	9
2015.12.09	12:00:00	122.697	122.730	122.003	122.097	23420	35300414000	9
2015.12.09	16:00:00	122.094	122.262	121.386	121.395	41070	53958865000	9
2015.12.09	20:00:00	121.395	121.495	121.071	121.438	36156	41278676000	9
2015.12.10	00:00:00	121.427	121.742	121.273	121.542	22542	19878484000	9
2015.12.10	04:00:00	121.541	121.700	121.457	121.659	15771	17400478000	9
2015.12.10	08:00:00	121.659	121.863	121.602	121.744	20696	23156656000	9
2015.12.10	12:00:00	121.744	121.788	121.242	121.300	26585	29495355000	9
2015.12.10	16:00:00	121.300	121.616	121.300	121.448	32660	33413058000	9
2015.12.10	20:00:00	121.449	121.661	121.380	121.583	16374	17601566000	9
2015.12.11	00:00:00	121.563	122.151	121.499	122.091	20129	16474777000	9
2015.12.11	04:00:00	122.091	122.226	121.988	122.060	12231	12758342000	9
2015.12.11	08:00:00	122.060	122.065	121.826	121.935	19675	25618561000	9
2015.12.11	12:00:00	121.935	121.936	121.292	121.509	28378	30177727000	9
2015.12.11	16:00:00	121.509	121.511	120.576	120.805	46530	46265622000	9
2015.12.11	20:00:00	120.807	120.968	120.652	120.959	24486	26390643000	9
2015.12.14	00:00:00	121.102	121.127	120.632	120.953	21904	17429594000	9
2015.12.14	04:00:00	120.956	121.198	120.905	121.183	20247	19048222000	9
2015.12.14	08:00:00	121.183	121.349	121.042	121.109	25271	25854806000	9
2015.12.14	12:00:00	121.111	121.235	120.638	120.837	32864	35937964000	9
2015.12.14	16:00:00	120.837	120.921	120.339	120.699	45894	48026885000	9
2015.12.14	20:00:00	120.698	121.038	120.650	120.999	24072	27311224000	9
2015.12.15	00:00:00	121.018	121.177	120.891	120.962	22721	17220831000	9
2015.12.15	04:00:00	120.960	121.092	120.784	120.815	16517	17454450000	9
2015.12.15	08:00:00	120.815	121.002	120.572	120.956	24937	27798035000	9
2015.12.15	12:00:00	120.956	121.271	120.930	121.248	26711	32153339000	9
2015.12.15	16:00:00	121.248	121.752	121.202	121.752	34503	40609800000	9
2015.12.15	20:00:00	121.752	121.789	121.634	121.677	17908	21443840000	9
2015.12.16	00:00:00	121.654	121.894	121.585	121.721	19563	15086332000	9
2015.12.16	04:00:00	121.722	121.939	121.626	121.832	14957	15078350000	9
2015.12.16	08:00:00	121.833	122.104	121.795	121.960	26369	30690810000	9
2015.12.16	12:00:00	121.961	122.061	121.728	121.889	25031	32773869000	9
2015.12.16	16:00:00	121.889	121.926	121.764	121.842	27795	33103967000	9
2015.12.16	20:00:00	121.844	122.429	121.377	122.194	41017	36835660000	9
2015.12.17	00:00:00	122.185	122.594	122.184	122.564	21025	17932679000	9
2015.12.17	04:00:00	122.564	122.638	122.402	122.453	16359	16509051000	9
2015.12.17	08:00:00	122.453	122.486	122.216	122.426	25701	28564938000	9
2015.12.17	12:00:00	122.429	122.585	122.295	122.551	21119	26528198000	9
2015.12.17	16:00:00	122.552	122.798	122.516	122.628	34707	44603145000	9
2015.12.17	20:00:00	122.629	122.872	122.542	122.547	18201	25976523000	9
