<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.01.10	20:00:00	108.393	108.518	108.204	108.425	12732	0	0
2019.01.11	00:00:00	108.423	108.473	108.271	108.391	16102	0	0
2019.01.11	04:00:00	108.395	108.403	108.229	108.299	10689	0	0
2019.01.11	08:00:00	108.299	108.432	108.233	108.335	12337	0	0
2019.01.11	12:00:00	108.335	108.362	108.145	108.204	15107	0	0
2019.01.11	16:00:00	108.204	108.599	108.188	108.407	22891	0	0
2019.01.11	20:00:00	108.407	108.576	108.377	108.554	5313	0	0
2019.01.14	00:00:00	108.510	108.547	108.167	108.204	8368	0	0
2019.01.14	04:00:00	108.205	108.260	108.060	108.108	6351	0	0
2019.01.14	08:00:00	108.108	108.221	108.043	108.145	11249	0	0
2019.01.14	12:00:00	108.145	108.240	107.987	108.197	13911	0	0
2019.01.14	16:00:00	108.196	108.356	108.076	108.185	15746	0	0
2019.01.14	20:00:00	108.185	108.261	108.151	108.161	5150	0	0
2019.01.15	00:00:00	108.154	108.470	108.137	108.409	14355	0	0
2019.01.15	04:00:00	108.409	108.752	108.398	108.715	12105	0	0
2019.01.15	08:00:00	108.715	108.739	108.516	108.564	13408	0	0
2019.01.15	12:00:00	108.563	108.652	108.330	108.360	18359	0	0
2019.01.15	16:00:00	108.360	108.767	108.351	108.622	21262	0	0
2019.01.15	20:00:00	108.622	108.736	108.370	108.694	13605	0	0
2019.01.16	00:00:00	108.658	108.708	108.370	108.427	13757	0	0
2019.01.16	04:00:00	108.426	108.546	108.386	108.478	8863	0	0
2019.01.16	08:00:00	108.477	108.640	108.428	108.629	11169	0	0
2019.01.16	12:00:00	108.629	108.884	108.617	108.807	11599	0	0
2019.01.16	16:00:00	108.807	108.996	108.675	108.968	14932	0	0
2019.01.16	20:00:00	108.968	109.196	108.831	109.094	11612	0	0
2019.01.17	00:00:00	109.088	109.122	108.834	108.901	24062	0	50
2019.01.17	04:00:00	108.901	109.064	108.860	108.946	14854	0	50
2019.01.17	08:00:00	108.946	108.946	108.702	108.737	21930	0	50
2019.01.17	12:00:00	108.737	108.898	108.686	108.847	13655	0	0
2019.01.17	16:00:00	108.848	109.102	108.792	108.978	16190	0	0
2019.01.17	20:00:00	108.978	109.404	108.931	109.243	18771	0	0
2019.01.18	00:00:00	109.242	109.398	109.056	109.357	17321	0	0
2019.01.18	04:00:00	109.357	109.440	109.270	109.360	10632	0	0
2019.01.18	08:00:00	109.361	109.596	109.306	109.568	12944	0	0
2019.01.18	12:00:00	109.568	109.570	109.341	109.427	12018	0	0
2019.01.18	16:00:00	109.428	109.861	109.401	109.841	21452	0	0
2019.01.18	20:00:00	109.841	109.891	109.654	109.766	8271	0	0
2019.01.21	00:00:00	109.688	109.761	109.475	109.523	18830	0	0
2019.01.21	04:00:00	109.523	109.722	109.514	109.552	9537	0	0
2019.01.21	08:00:00	109.552	109.681	109.513	109.674	8829	0	0
2019.01.21	12:00:00	109.674	109.687	109.564	109.672	6586	0	0
2019.01.21	16:00:00	109.672	109.691	109.593	109.637	5858	0	0
2019.01.21	20:00:00	109.638	109.685	109.620	109.654	6032	0	0
2019.01.22	00:00:00	109.648	109.693	109.552	109.631	11808	0	0
2019.01.22	04:00:00	109.631	109.644	109.385	109.431	8532	0	0
2019.01.22	08:00:00	109.431	109.479	109.324	109.466	11399	0	0
2019.01.22	12:00:00	109.466	109.505	109.373	109.446	8464	0	0
2019.01.22	16:00:00	109.446	109.468	109.285	109.324	14798	0	0
2019.01.22	20:00:00	109.324	109.445	109.145	109.364	12470	0	0
2019.01.23	00:00:00	109.369	109.692	109.321	109.660	12947	0	0
2019.01.23	04:00:00	109.660	109.799	109.591	109.625	10537	0	0
2019.01.23	08:00:00	109.625	109.722	109.531	109.666	11546	0	0
2019.01.23	12:00:00	109.666	109.868	109.589	109.846	10572	0	0
2019.01.23	16:00:00	109.846	110.000	109.395	109.463	19208	0	0
2019.01.23	20:00:00	109.461	109.627	109.442	109.615	7550	0	0
2019.01.24	00:00:00	109.571	109.642	109.451	109.486	15288	0	0
2019.01.24	04:00:00	109.486	109.623	109.436	109.615	10099	0	0
2019.01.24	08:00:00	109.615	109.750	109.597	109.748	11448	0	0
2019.01.24	12:00:00	109.748	109.800	109.541	109.560	14647	0	0
2019.01.24	16:00:00	109.561	109.740	109.421	109.675	19091	0	0
2019.01.24	20:00:00	109.675	109.706	109.547	109.637	7551	0	0
2019.01.25	00:00:00	109.638	109.795	109.515	109.741	13825	0	0
2019.01.25	04:00:00	109.741	109.873	109.667	109.794	10145	0	0
2019.01.25	08:00:00	109.794	109.908	109.710	109.794	12676	0	0
2019.01.25	12:00:00	109.794	109.951	109.748	109.898	10829	0	0
2019.01.25	16:00:00	109.899	109.911	109.531	109.771	19197	0	0
2019.01.25	20:00:00	109.771	109.817	109.455	109.547	10766	0	0
2019.01.28	00:00:00	109.538	109.574	109.265	109.420	12483	0	0
2019.01.28	04:00:00	109.420	109.450	109.285	109.309	9861	0	0
2019.01.28	08:00:00	109.310	109.469	109.273	109.393	12220	0	0
2019.01.28	12:00:00	109.393	109.525	109.371	109.418	10124	0	0
2019.01.28	16:00:00	109.419	109.419	109.162	109.263	16633	0	0
2019.01.28	20:00:00	109.263	109.400	109.224	109.331	7622	0	0
2019.01.29	00:00:00	109.314	109.353	109.130	109.185	15225	0	0
2019.01.29	04:00:00	109.185	109.339	109.172	109.319	8897	0	0
2019.01.29	08:00:00	109.318	109.456	109.207	109.448	10437	0	0
2019.01.29	12:00:00	109.448	109.541	109.378	109.486	8863	0	0
2019.01.29	16:00:00	109.485	109.499	109.281	109.381	14840	0	0
2019.01.29	20:00:00	109.381	109.443	109.269	109.366	8780	0	0
2019.01.30	00:00:00	109.374	109.441	109.212	109.270	13109	0	0
2019.01.30	04:00:00	109.270	109.401	109.231	109.273	8637	0	0
2019.01.30	08:00:00	109.273	109.393	109.243	109.360	11147	0	0
2019.01.30	12:00:00	109.360	109.582	109.351	109.573	10998	0	0
2019.01.30	16:00:00	109.572	109.743	109.520	109.524	13578	0	0
2019.01.30	20:00:00	109.524	109.555	108.809	109.048	19348	0	0
2019.01.31	00:00:00	109.026	109.065	108.842	108.897	15433	0	0
2019.01.31	04:00:00	108.897	108.925	108.696	108.737	10281	0	0
2019.01.31	08:00:00	108.739	108.806	108.523	108.562	12583	0	0
2019.01.31	12:00:00	108.562	108.674	108.528	108.566	11854	0	0
2019.01.31	16:00:00	108.566	108.901	108.497	108.820	16662	0	0
2019.01.31	20:00:00	108.820	108.944	108.788	108.857	6906	0	0
2019.02.01	00:00:00	108.843	108.968	108.725	108.813	11263	0	0
2019.02.01	04:00:00	108.813	108.937	108.780	108.893	8886	0	0
2019.02.01	08:00:00	108.893	108.972	108.853	108.917	9787	0	0
2019.02.01	12:00:00	108.917	109.085	108.862	108.982	11725	0	0
2019.02.01	16:00:00	108.982	109.582	108.982	109.558	19486	0	0
2019.02.01	20:00:00	109.558	109.578	109.457	109.502	6255	0	0
2019.02.04	00:00:00	109.512	109.604	109.433	109.544	11998	0	0
2019.02.04	04:00:00	109.544	109.786	109.497	109.749	7103	0	0
2019.02.04	08:00:00	109.749	109.922	109.738	109.879	8812	0	0
2019.02.04	12:00:00	109.879	110.026	109.844	109.997	8751	0	0
2019.02.04	16:00:00	109.997	110.164	109.864	109.907	13641	0	0
2019.02.04	20:00:00	109.906	109.945	109.827	109.907	4559	0	0
2019.02.05	00:00:00	109.856	110.041	109.836	110.026	16074	0	0
2019.02.05	04:00:00	110.026	110.037	109.779	109.819	5958	0	0
2019.02.05	08:00:00	109.818	110.004	109.817	110.000	7917	0	0
2019.02.05	12:00:00	110.000	110.041	109.794	109.880	8450	0	0
2019.02.05	16:00:00	109.880	109.998	109.823	109.920	12376	0	0
2019.02.05	20:00:00	109.920	109.992	109.841	109.963	5813	0	0
2019.02.06	00:00:00	109.958	110.004	109.812	109.987	9916	0	0
2019.02.06	04:00:00	109.987	110.053	109.627	109.756	11091	0	0
2019.02.06	08:00:00	109.756	109.824	109.559	109.658	10575	0	0
2019.02.06	12:00:00	109.658	109.842	109.618	109.791	8222	0	0
2019.02.06	16:00:00	109.791	109.844	109.655	109.750	11529	0	0
2019.02.06	20:00:00	109.750	110.043	109.750	109.976	6632	0	0
2019.02.07	00:00:00	109.971	110.034	109.725	109.817	11997	0	0
2019.02.07	04:00:00	109.817	110.006	109.751	109.948	7087	0	0
2019.02.07	08:00:00	109.948	110.088	109.895	110.012	9390	0	0
2019.02.07	12:00:00	110.012	110.015	109.606	109.765	13755	0	0
2019.02.07	16:00:00	109.764	109.842	109.619	109.794	19597	0	0
2019.02.07	20:00:00	109.794	109.877	109.747	109.821	8355	0	0
2019.02.08	00:00:00	109.807	109.843	109.672	109.734	15429	0	0
2019.02.08	04:00:00	109.734	109.797	109.648	109.742	8724	0	0
2019.02.08	08:00:00	109.741	109.898	109.678	109.838	9949	0	0
2019.02.08	12:00:00	109.838	109.884	109.747	109.821	9139	0	0
2019.02.08	16:00:00	109.821	109.845	109.665	109.721	14098	0	0
2019.02.08	20:00:00	109.721	109.821	109.710	109.759	5198	0	0
2019.02.11	00:00:00	109.736	109.865	109.733	109.802	8866	0	0
2019.02.11	04:00:00	109.802	110.016	109.790	109.983	8444	0	0
2019.02.11	08:00:00	109.983	110.282	109.943	110.251	10788	0	0
2019.02.11	12:00:00	110.251	110.412	110.106	110.364	11066	0	0
2019.02.11	16:00:00	110.364	110.462	110.315	110.455	13228	0	0
2019.02.11	20:00:00	110.455	110.468	110.356	110.386	5560	0	0
2019.02.12	00:00:00	110.373	110.541	110.347	110.467	16246	0	0
2019.02.12	04:00:00	110.467	110.652	110.403	110.573	9060	0	0
2019.02.12	08:00:00	110.573	110.648	110.493	110.548	9572	0	0
2019.02.12	12:00:00	110.548	110.564	110.366	110.434	7522	0	0
2019.02.12	16:00:00	110.434	110.551	110.346	110.516	9712	0	0
2019.02.12	20:00:00	110.516	110.521	110.436	110.484	5235	0	0
2019.02.13	00:00:00	110.463	110.640	110.418	110.582	15847	0	0
2019.02.13	04:00:00	110.586	110.704	110.569	110.629	6871	0	0
2019.02.13	08:00:00	110.629	110.768	110.578	110.687	8927	0	0
2019.02.13	12:00:00	110.687	110.870	110.591	110.852	9832	0	0
2019.02.13	16:00:00	110.852	110.932	110.752	110.889	11257	0	0
2019.02.13	20:00:00	110.889	111.054	110.869	111.001	4697	0	0
2019.02.14	00:00:00	111.003	111.059	110.865	110.980	11310	0	0
2019.02.14	04:00:00	110.980	111.129	110.953	111.027	8987	0	0
2019.02.14	08:00:00	111.027	111.125	110.958	110.996	11040	0	0
2019.02.14	12:00:00	110.998	111.086	110.586	110.607	13533	0	0
2019.02.14	16:00:00	110.607	110.821	110.501	110.590	21715	0	0
2019.02.14	20:00:00	110.590	110.649	110.458	110.481	6689	0	0
2019.02.15	00:00:00	110.476	110.550	110.305	110.343	14630	0	0
2019.02.15	04:00:00	110.343	110.353	110.262	110.336	7183	0	0
2019.02.15	08:00:00	110.338	110.474	110.250	110.401	11741	0	0
2019.02.15	12:00:00	110.401	110.647	110.388	110.570	12160	0	0
2019.02.15	16:00:00	110.570	110.584	110.379	110.561	15661	0	0
2019.02.15	20:00:00	110.561	110.577	110.396	110.439	6027	0	0
2019.02.18	00:00:00	110.437	110.577	110.437	110.530	13357	0	0
2019.02.18	04:00:00	110.530	110.564	110.488	110.532	5674	0	0
2019.02.18	08:00:00	110.532	110.614	110.531	110.543	7688	0	0
2019.02.18	12:00:00	110.543	110.591	110.518	110.590	6039	0	0
2019.02.18	16:00:00	110.591	110.613	110.556	110.561	5163	0	0
2019.02.18	20:00:00	110.561	110.651	110.561	110.604	16822	0	0
2019.02.19	00:00:00	110.588	110.627	110.452	110.518	9527	0	0
2019.02.19	04:00:00	110.521	110.699	110.459	110.621	9591	0	0
2019.02.19	08:00:00	110.621	110.813	110.606	110.767	10171	0	0
2019.02.19	12:00:00	110.767	110.825	110.631	110.657	8433	0	0
2019.02.19	16:00:00	110.656	110.704	110.507	110.519	12275	0	0
2019.02.19	20:00:00	110.519	110.702	110.490	110.602	6078	0	0
2019.02.20	00:00:00	110.621	110.933	110.520	110.871	11676	0	0
2019.02.20	04:00:00	110.872	110.888	110.737	110.874	7786	0	0
2019.02.20	08:00:00	110.874	110.950	110.770	110.787	9529	0	0
2019.02.20	12:00:00	110.787	110.843	110.732	110.797	8990	0	0
2019.02.20	16:00:00	110.797	110.879	110.652	110.669	10765	0	0
2019.02.20	20:00:00	110.669	110.904	110.624	110.850	11032	0	0
2019.02.21	00:00:00	110.838	110.863	110.592	110.710	9993	0	0
2019.02.21	04:00:00	110.711	110.856	110.699	110.724	10602	0	0
2019.02.21	08:00:00	110.725	110.829	110.663	110.702	12175	0	0
2019.02.21	12:00:00	110.702	110.772	110.565	110.640	11062	0	0
2019.02.21	16:00:00	110.640	110.816	110.572	110.802	14167	0	0
2019.02.21	20:00:00	110.803	110.836	110.661	110.708	5861	0	0
2019.02.22	00:00:00	110.679	110.755	110.619	110.707	11431	0	0
2019.02.22	04:00:00	110.706	110.809	110.703	110.758	7837	0	0
2019.02.22	08:00:00	110.757	110.854	110.710	110.836	8351	0	0
2019.02.22	12:00:00	110.836	110.907	110.663	110.692	8810	0	0
2019.02.22	16:00:00	110.692	110.772	110.557	110.580	12777	0	0
2019.02.22	20:00:00	110.580	110.700	110.572	110.651	7498	0	0
2019.02.25	00:00:00	110.648	110.862	110.648	110.680	16297	0	0
2019.02.25	04:00:00	110.680	110.710	110.582	110.630	8599	0	0
2019.02.25	08:00:00	110.630	110.720	110.578	110.690	8164	0	0
2019.02.25	12:00:00	110.689	110.828	110.662	110.810	8329	0	0
2019.02.25	16:00:00	110.810	111.236	110.759	111.192	13775	0	0
2019.02.25	20:00:00	111.192	111.196	111.017	111.061	6648	0	0
2019.02.26	00:00:00	111.060	111.076	110.913	110.914	11518	0	0
2019.02.26	04:00:00	110.914	110.915	110.752	110.787	7198	0	0
2019.02.26	08:00:00	110.787	110.887	110.758	110.837	7229	0	0
2019.02.26	12:00:00	110.837	110.893	110.665	110.683	8738	0	0
2019.02.26	16:00:00	110.683	110.868	110.676	110.721	13223	0	0
2019.02.26	20:00:00	110.721	110.757	110.420	110.578	6981	0	0
2019.02.27	00:00:00	110.580	110.618	110.514	110.604	8473	0	0
2019.02.27	04:00:00	110.604	110.626	110.553	110.571	8188	0	0
2019.02.27	08:00:00	110.572	110.581	110.354	110.427	9874	0	0
2019.02.27	12:00:00	110.426	110.728	110.407	110.693	9148	0	0
2019.02.27	16:00:00	110.694	110.990	110.687	110.946	17617	0	0
2019.02.27	20:00:00	110.946	111.074	110.937	110.993	5953	0	0
2019.02.28	00:00:00	110.984	110.994	110.817	110.892	9829	0	0
2019.02.28	04:00:00	110.892	110.938	110.800	110.808	6750	0	0
2019.02.28	08:00:00	110.808	110.853	110.660	110.789	9747	0	0
2019.02.28	12:00:00	110.789	111.134	110.727	111.095	12477	0	0
2019.02.28	16:00:00	111.095	111.441	111.020	111.328	18104	0	0
2019.02.28	20:00:00	111.328	111.494	111.297	111.382	6502	0	0
2019.03.01	00:00:00	111.387	111.678	111.324	111.649	10350	0	0
2019.03.01	04:00:00	111.649	111.769	111.629	111.712	6587	0	0
2019.03.01	08:00:00	111.712	111.983	111.707	111.908	8461	0	0
2019.03.01	12:00:00	111.908	111.937	111.765	111.851	9011	0	0
2019.03.01	16:00:00	111.851	111.979	111.638	111.971	16929	0	0
2019.03.01	20:00:00	111.971	112.078	111.915	111.924	7617	0	0
2019.03.04	00:00:00	111.832	112.014	111.755	111.993	11694	0	0
2019.03.04	04:00:00	111.994	111.997	111.939	111.962	5190	0	0
2019.03.04	08:00:00	111.962	111.978	111.824	111.849	10115	0	0
2019.03.04	12:00:00	111.849	111.961	111.817	111.920	6885	0	0
2019.03.04	16:00:00	111.920	111.986	111.640	111.716	12025	0	0
2019.03.04	20:00:00	111.716	111.758	111.678	111.747	5944	0	0
2019.03.05	00:00:00	111.730	111.941	111.711	111.814	10106	0	0
2019.03.05	04:00:00	111.813	111.946	111.807	111.909	6024	0	0
2019.03.05	08:00:00	111.910	111.990	111.864	111.965	6144	0	0
2019.03.05	12:00:00	111.964	111.976	111.896	111.904	6684	0	0
2019.03.05	16:00:00	111.904	112.138	111.789	111.924	12880	0	0
2019.03.05	20:00:00	111.921	111.945	111.795	111.884	5042	0	0
2019.03.06	00:00:00	111.885	111.911	111.725	111.753	9689	0	0
2019.03.06	04:00:00	111.753	111.843	111.730	111.805	5268	0	0
2019.03.06	08:00:00	111.805	111.924	111.761	111.862	7117	0	0
2019.03.06	12:00:00	111.862	111.890	111.766	111.798	7858	0	0
2019.03.06	16:00:00	111.798	111.823	111.615	111.693	11815	0	0
2019.03.06	20:00:00	111.693	111.810	111.689	111.774	5908	0	0
2019.03.07	00:00:00	111.760	111.768	111.574	111.631	6989	0	0
2019.03.07	04:00:00	111.632	111.725	111.623	111.705	4987	0	0
2019.03.07	08:00:00	111.705	111.800	111.689	111.704	6097	0	0
2019.03.07	12:00:00	111.704	111.856	111.630	111.725	9153	0	0
2019.03.07	16:00:00	111.722	111.760	111.483	111.625	14075	0	0
2019.03.07	20:00:00	111.625	111.700	111.503	111.583	7263	0	0
2019.03.08	00:00:00	111.531	111.652	111.448	111.502	10638	0	0
2019.03.08	04:00:00	111.501	111.536	111.047	111.077	7665	0	0
2019.03.08	08:00:00	111.077	111.122	110.952	111.100	9081	0	0
2019.03.08	12:00:00	111.100	111.213	110.782	110.950	10400	0	0
2019.03.08	16:00:00	110.950	111.200	110.832	111.041	15244	0	0
2019.03.08	20:00:00	111.041	111.183	111.026	111.174	6557	0	0
2019.03.11	00:00:00	110.998	111.158	110.880	110.887	6177	0	0
2019.03.11	04:00:00	110.887	111.152	110.878	111.119	8405	0	0
2019.03.11	08:00:00	111.118	111.308	111.077	111.223	5926	0	0
2019.03.11	12:00:00	111.223	111.253	111.092	111.125	8010	0	0
2019.03.11	16:00:00	111.125	111.277	111.029	111.241	8413	0	0
2019.03.11	20:00:00	111.241	111.276	111.190	111.211	5548	0	0
2019.03.12	00:00:00	111.183	111.440	111.145	111.423	10708	0	0
2019.03.12	04:00:00	111.423	111.455	111.347	111.347	5673	0	0
2019.03.12	08:00:00	111.347	111.417	111.265	111.407	6250	0	0
2019.03.12	12:00:00	111.407	111.467	111.123	111.197	11424	0	0
2019.03.12	16:00:00	111.197	111.402	111.110	111.368	10864	0	0
2019.03.12	20:00:00	111.368	111.368	111.199	111.347	6766	0	0
2019.03.13	00:00:00	111.358	111.380	111.246	111.303	6816	0	0
2019.03.13	04:00:00	111.302	111.333	111.144	111.294	8711	0	0
2019.03.13	08:00:00	111.294	111.388	111.281	111.339	6415	0	0
2019.03.13	12:00:00	111.339	111.465	111.294	111.394	6753	0	0
2019.03.13	16:00:00	111.394	111.403	111.194	111.249	9433	0	0
2019.03.13	20:00:00	111.249	111.271	111.005	111.144	8773	0	0
2019.03.14	00:00:00	111.138	111.307	111.120	111.216	10193	0	0
2019.03.14	04:00:00	111.216	111.628	111.215	111.593	10889	0	0
2019.03.14	08:00:00	111.593	111.708	111.542	111.689	8002	0	0
2019.03.14	12:00:00	111.688	111.734	111.547	111.648	10998	0	0
2019.03.14	16:00:00	111.649	111.833	111.515	111.732	12201	0	0
2019.03.14	20:00:00	111.732	111.756	111.664	111.705	5622	0	0
2019.03.15	00:00:00	111.676	111.897	111.605	111.856	8963	0	0
2019.03.15	04:00:00	111.856	111.902	111.489	111.697	9908	0	0
2019.03.15	08:00:00	111.697	111.732	111.626	111.672	7328	0	0
2019.03.15	12:00:00	111.672	111.763	111.617	111.653	6920	0	0
2019.03.15	16:00:00	111.654	111.667	111.384	111.515	12365	0	0
2019.03.15	20:00:00	111.515	111.524	111.459	111.512	4939	0	0
2019.03.18	00:00:00	111.463	111.581	111.462	111.549	5113	0	0
2019.03.18	04:00:00	111.549	111.629	111.516	111.532	7098	0	0
2019.03.18	08:00:00	111.532	111.582	111.482	111.527	6255	0	0
2019.03.18	12:00:00	111.527	111.584	111.438	111.527	7184	0	0
2019.03.18	16:00:00	111.527	111.591	111.297	111.385	9127	0	0
2019.03.18	20:00:00	111.385	111.444	111.324	111.424	4492	0	0
2019.03.19	00:00:00	111.427	111.450	111.248	111.298	8381	0	0
2019.03.19	04:00:00	111.299	111.372	111.158	111.276	7225	0	0
2019.03.19	08:00:00	111.276	111.313	111.219	111.275	5445	0	0
2019.03.19	12:00:00	111.274	111.435	111.187	111.425	6160	0	0
2019.03.19	16:00:00	111.425	111.477	111.247	111.364	9833	0	0
2019.03.19	20:00:00	111.365	111.426	111.321	111.412	5501	0	0
2019.03.20	00:00:00	111.393	111.624	111.285	111.615	9115	0	0
2019.03.20	04:00:00	111.615	111.694	111.565	111.587	5921	0	0
2019.03.20	08:00:00	111.587	111.622	111.525	111.598	6957	0	0
2019.03.20	12:00:00	111.598	111.599	111.447	111.464	6480	0	0
2019.03.20	16:00:00	111.463	111.522	111.374	111.485	10125	0	0
2019.03.20	20:00:00	111.485	111.500	110.536	110.699	17764	0	0
2019.03.21	00:00:00	110.683	110.747	110.582	110.670	10719	0	0
2019.03.21	04:00:00	110.671	110.737	110.405	110.493	6298	0	0
2019.03.21	08:00:00	110.493	110.554	110.299	110.454	8276	0	0
2019.03.21	12:00:00	110.453	110.658	110.380	110.543	10416	0	0
2019.03.21	16:00:00	110.542	110.959	110.539	110.781	14334	0	0
2019.03.21	20:00:00	110.781	110.883	110.773	110.811	6902	0	0
2019.03.22	00:00:00	110.811	110.898	110.696	110.754	6674	0	0
2019.03.22	04:00:00	110.754	110.795	110.653	110.778	8140	0	0
2019.03.22	08:00:00	110.778	110.842	110.500	110.519	11828	0	0
2019.03.22	12:00:00	110.519	110.593	110.199	110.221	13892	0	0
2019.03.22	16:00:00	110.221	110.290	109.742	109.934	23303	0	0
2019.03.22	20:00:00	109.934	110.174	109.896	109.946	10943	0	0
2019.03.25	00:00:00	109.908	110.140	109.751	109.813	8145	0	0
2019.03.25	04:00:00	109.812	110.010	109.707	109.978	11715	0	0
2019.03.25	08:00:00	109.978	110.179	109.877	110.101	12184	0	0
2019.03.25	12:00:00	110.101	110.241	110.002	110.067	10890	0	0
2019.03.25	16:00:00	110.067	110.145	109.921	110.038	16797	0	0
2019.03.25	20:00:00	110.039	110.079	109.753	109.962	9847	0	0
2019.03.26	00:00:00	109.957	110.195	109.905	110.181	13787	0	0
2019.03.26	04:00:00	110.181	110.244	109.993	110.042	9411	0	0
2019.03.26	08:00:00	110.042	110.200	110.028	110.144	10600	0	0
2019.03.26	12:00:00	110.145	110.541	110.145	110.477	13208	0	0
2019.03.26	16:00:00	110.476	110.689	110.423	110.517	15170	0	0
2019.03.26	20:00:00	110.516	110.651	110.415	110.625	8212	0	0
2019.03.27	00:00:00	110.631	110.663	110.408	110.547	11599	0	0
2019.03.27	04:00:00	110.547	110.643	110.432	110.601	10907	0	0
2019.03.27	08:00:00	110.601	110.713	110.514	110.540	11037	0	0
2019.03.27	12:00:00	110.540	110.643	110.235	110.466	15678	0	0
2019.03.27	16:00:00	110.466	110.583	110.288	110.371	21844	0	0
2019.03.27	20:00:00	110.371	110.556	110.347	110.510	9317	0	0
2019.03.28	00:00:00	110.509	110.532	110.271	110.307	10768	0	0
2019.03.28	04:00:00	110.307	110.331	110.112	110.167	11867	0	0
2019.03.28	08:00:00	110.167	110.321	110.019	110.286	12816	0	0
2019.03.28	12:00:00	110.286	110.543	110.251	110.516	13291	0	0
2019.03.28	16:00:00	110.515	110.832	110.511	110.616	21123	0	0
2019.03.28	20:00:00	110.616	110.701	110.533	110.653	7191	0	0
2019.03.29	00:00:00	110.616	110.930	110.534	110.849	8788	0	0
2019.03.29	04:00:00	110.849	110.902	110.662	110.754	9727	0	0
2019.03.29	08:00:00	110.754	110.848	110.554	110.759	11294	0	0
2019.03.29	12:00:00	110.760	110.896	110.636	110.810	11026	0	0
2019.03.29	16:00:00	110.810	110.950	110.642	110.825	16936	0	0
2019.03.29	20:00:00	110.825	110.858	110.721	110.833	6342	0	0
2019.04.01	00:00:00	111.018	111.086	110.864	111.082	8753	0	0
2019.04.01	04:00:00	111.082	111.185	111.008	111.017	9443	0	0
2019.04.01	08:00:00	111.017	111.144	110.996	111.011	11367	0	0
2019.04.01	12:00:00	111.011	111.047	110.807	110.940	9665	0	0
2019.04.01	16:00:00	110.940	111.443	110.870	111.424	13751	0	0
2019.04.01	20:00:00	111.424	111.433	111.330	111.347	4511	0	0
2019.04.02	00:00:00	111.343	111.456	111.311	111.389	6866	0	0
2019.04.02	04:00:00	111.389	111.402	111.290	111.345	6323	0	0
2019.04.02	08:00:00	111.344	111.422	111.285	111.391	7283	0	0
2019.04.02	12:00:00	111.391	111.402	111.293	111.372	9081	0	0
2019.04.02	16:00:00	111.372	111.433	111.248	111.352	10303	0	0
2019.04.02	20:00:00	111.352	111.398	111.307	111.318	5806	0	0
2019.04.03	00:00:00	111.314	111.515	111.209	111.475	10328	0	0
2019.04.03	04:00:00	111.475	111.531	111.358	111.360	8230	0	0
2019.04.03	08:00:00	111.360	111.579	111.360	111.507	11089	0	0
2019.04.03	12:00:00	111.508	111.537	111.412	111.458	7820	0	0
2019.04.03	16:00:00	111.458	111.510	111.328	111.470	10057	0	0
2019.04.03	20:00:00	111.471	111.514	111.410	111.491	5719	0	0
2019.04.04	00:00:00	111.484	111.522	111.356	111.479	7981	0	0
2019.04.04	04:00:00	111.479	111.513	111.366	111.405	6462	0	0
2019.04.04	08:00:00	111.405	111.447	111.336	111.415	7473	0	0
2019.04.04	12:00:00	111.414	111.506	111.375	111.483	7998	0	0
2019.04.04	16:00:00	111.483	111.629	111.471	111.547	11160	0	0
2019.04.04	20:00:00	111.547	111.654	111.508	111.654	4590	0	0
2019.04.05	00:00:00	111.643	111.801	111.596	111.734	9957	0	0
2019.04.05	04:00:00	111.734	111.755	111.665	111.698	5848	0	0
2019.04.05	08:00:00	111.694	111.722	111.618	111.687	6730	0	0
2019.04.05	12:00:00	111.687	111.823	111.549	111.641	9528	0	0
2019.04.05	16:00:00	111.641	111.790	111.628	111.733	10021	0	0
2019.04.05	20:00:00	111.733	111.749	111.667	111.709	4167	0	0
2019.04.08	00:00:00	111.660	111.741	111.405	111.505	8606	0	0
2019.04.08	04:00:00	111.506	111.530	111.344	111.397	8153	0	0
2019.04.08	08:00:00	111.397	111.500	111.364	111.460	6601	0	0
2019.04.08	12:00:00	111.461	111.479	111.359	111.359	6513	0	0
2019.04.08	16:00:00	111.359	111.527	111.281	111.455	8765	0	0
2019.04.08	20:00:00	111.455	111.537	111.455	111.495	3376	0	0
2019.04.09	00:00:00	111.452	111.579	111.388	111.398	9037	0	0
2019.04.09	04:00:00	111.399	111.406	111.280	111.357	6817	0	0
2019.04.09	08:00:00	111.357	111.368	111.238	111.331	7440	0	0
2019.04.09	12:00:00	111.331	111.380	111.080	111.082	7997	0	0
2019.04.09	16:00:00	111.082	111.155	110.980	111.125	9066	0	0
2019.04.09	20:00:00	111.125	111.163	111.096	111.144	3357	0	0
2019.04.10	00:00:00	111.130	111.194	111.060	111.163	6669	0	0
2019.04.10	04:00:00	111.163	111.230	111.076	111.123	7238	0	0
2019.04.10	08:00:00	111.122	111.237	111.116	111.144	5696	0	0
2019.04.10	12:00:00	111.144	111.279	111.110	111.177	8484	0	0
2019.04.10	16:00:00	111.177	111.202	110.868	110.872	10312	0	0
2019.04.10	20:00:00	110.872	111.012	110.844	111.007	5176	0	0
2019.04.11	00:00:00	111.000	111.131	110.897	111.068	10715	0	0
2019.04.11	04:00:00	111.068	111.107	111.030	111.056	5655	0	0
